 -2.6412438e-002  1.1005693e+000  1.0000000e+000
 -1.8492193e-002  1.0769288e+000  1.0000000e+000
 -1.2620093e-002  1.0154411e+000  1.0000000e+000
 -8.4022440e-003  8.8095973e-001  1.0000000e+000
 -5.4585980e-003  6.8332211e-001  1.0000000e+000
 -3.4576091e-003  4.6435586e-001  1.0000000e+000
 -2.1299332e-003  2.6435013e-001  1.0000000e+000
 -1.2684694e-003  1.0539187e-001  1.0000000e+000
 -7.2095629e-004 -7.8350857e-003  1.0000000e+000
 -3.7960528e-004 -8.0671120e-002  1.0000000e+000
 -1.7056655e-004 -1.2188364e-001  1.0000000e+000
 -4.4678702e-005 -1.4001291e-001  1.0000000e+000
  0.0000000e+000 -1.4210248e-001  1.0000000e+000
  0.0000000e+000 -1.3364291e-001  1.0000000e+000
  0.0000000e+000 -1.1887187e-001  1.0000000e+000
  0.0000000e+000 -1.0103996e-001  1.0000000e+000
  0.0000000e+000 -8.2563661e-002  1.0000000e+000
  0.0000000e+000 -6.5083567e-002  1.0000000e+000
  0.0000000e+000 -4.9636709e-002  1.0000000e+000
  0.0000000e+000 -3.6726189e-002  1.0000000e+000
  2.0312146e-005 -2.6412438e-002  1.0000000e+000
  5.6325002e-003 -1.8492193e-002  1.0000000e+000
  5.1761916e-002 -1.2620093e-002  1.0000000e+000
  1.7349052e-001 -8.4022440e-003  1.0000000e+000
  3.5985083e-001 -5.4585980e-003  1.0000000e+000
  5.6860813e-001 -3.4576091e-003  1.0000000e+000
  7.5971749e-001 -2.1299332e-003  1.0000000e+000
  9.1139991e-001 -1.2684694e-003  1.0000000e+000
  1.0190390e+000 -7.2095629e-004  1.0000000e+000
  1.0878031e+000 -3.7960528e-004  1.0000000e+000
  1.1261670e+000 -1.7056655e-004  1.0000000e+000
  1.1423665e+000 -4.4678702e-005  1.0000000e+000
  1.1431875e+000  0.0000000e+000  1.0000000e+000
  1.1339245e+000  0.0000000e+000  1.0000000e+000
  1.1186734e+000  0.0000000e+000  1.0000000e+000
  1.1005693e+000  0.0000000e+000  1.0000000e+000
  1.0769288e+000  0.0000000e+000  1.0000000e+000
  1.0154411e+000  0.0000000e+000  1.0000000e+000
  8.8095973e-001  0.0000000e+000  1.0000000e+000
  6.8332211e-001  0.0000000e+000  1.0000000e+000
  4.6435586e-001  2.0312146e-005  1.0000000e+000
  2.6435013e-001  5.6325002e-003  1.0000000e+000
  1.0539187e-001  5.1761916e-002  1.0000000e+000
 -7.8350857e-003  1.7349052e-001  1.0000000e+000
 -8.0671120e-002  3.5985083e-001  1.0000000e+000
 -1.2188364e-001  5.6860813e-001  1.0000000e+000
 -1.4001291e-001  7.5971749e-001  1.0000000e+000
 -1.4210248e-001  9.1139991e-001  1.0000000e+000
 -1.3364291e-001  1.0190390e+000  1.0000000e+000
 -1.1887187e-001  1.0878031e+000  1.0000000e+000
 -1.0103996e-001  1.1261670e+000  1.0000000e+000
 -8.2563661e-002  1.1423665e+000  1.0000000e+000
 -6.5083567e-002  1.1431875e+000  1.0000000e+000
 -4.9636709e-002  1.1339245e+000  1.0000000e+000
 -3.6726189e-002  1.1186734e+000  1.0000000e+000
 -2.6412438e-002  1.1005693e+000  1.0000000e+000
 -1.8492193e-002  1.0769288e+000  1.0000000e+000
 -1.2620093e-002  1.0154411e+000  1.0000000e+000
 -8.4022440e-003  8.8095973e-001  1.0000000e+000
 -5.4585980e-003  6.8332211e-001  1.0000000e+000
 -3.4576091e-003  4.6435586e-001  1.0000000e+000
 -2.1299332e-003  2.6435013e-001  1.0000000e+000
 -1.2684694e-003  1.0539187e-001  1.0000000e+000
 -7.2095629e-004 -7.8350857e-003  1.0000000e+000
 -3.7960528e-004 -8.0671120e-002  1.0000000e+000
 -1.7056655e-004 -1.2188364e-001  1.0000000e+000
 -4.4678702e-005 -1.4001291e-001  1.0000000e+000
  0.0000000e+000 -1.4210248e-001  1.0000000e+000
  0.0000000e+000 -1.3364291e-001  1.0000000e+000
  0.0000000e+000 -1.1887187e-001  1.0000000e+000
  0.0000000e+000 -1.0103996e-001  1.0000000e+000
  0.0000000e+000 -8.2563661e-002  1.0000000e+000
  0.0000000e+000 -6.5083567e-002  1.0000000e+000
  0.0000000e+000 -4.9636709e-002  1.0000000e+000
  0.0000000e+000 -3.6726189e-002  1.0000000e+000
  2.0312146e-005 -2.6412438e-002  1.0000000e+000
  5.6325002e-003 -1.8492193e-002  1.0000000e+000
  5.1761916e-002 -1.2620093e-002  1.0000000e+000
  1.7349052e-001 -8.4022440e-003  1.0000000e+000
  3.5985083e-001 -5.4585980e-003  1.0000000e+000
  5.6860813e-001 -3.4576091e-003  1.0000000e+000
  7.5971749e-001 -2.1299332e-003  1.0000000e+000
  9.1139991e-001 -1.2684694e-003  1.0000000e+000
  1.0190390e+000 -7.2095629e-004  1.0000000e+000
  1.0878031e+000 -3.7960528e-004  1.0000000e+000
  1.1261670e+000 -1.7056655e-004  1.0000000e+000
  1.1423665e+000 -4.4678702e-005  1.0000000e+000
  1.1431875e+000  0.0000000e+000  1.0000000e+000
  1.1339245e+000  0.0000000e+000  1.0000000e+000
  1.1186734e+000  0.0000000e+000  1.0000000e+000
  1.1005693e+000  0.0000000e+000  1.0000000e+000
  1.0769288e+000  0.0000000e+000  1.0000000e+000
  1.0154411e+000  0.0000000e+000  1.0000000e+000
  8.8095973e-001  0.0000000e+000  1.0000000e+000
  6.8332211e-001  0.0000000e+000  1.0000000e+000
  4.6435586e-001  2.0312146e-005  1.0000000e+000
  2.6435013e-001  5.6325002e-003  1.0000000e+000
  1.0539187e-001  5.1761916e-002  1.0000000e+000
 -7.8350857e-003  1.7349052e-001  1.0000000e+000
 -8.0671120e-002  3.5985083e-001  1.0000000e+000
 -1.2188364e-001  5.6860813e-001  1.0000000e+000
 -1.4001291e-001  7.5971749e-001  1.0000000e+000
 -1.4210248e-001  9.1139991e-001  1.0000000e+000
 -1.3364291e-001  1.0190390e+000  1.0000000e+000
 -1.1887187e-001  1.0878031e+000  1.0000000e+000
 -1.0103996e-001  1.1261670e+000  1.0000000e+000
 -8.2563661e-002  1.1423665e+000  1.0000000e+000
 -6.5083567e-002  1.1431875e+000  1.0000000e+000
 -4.9636709e-002  1.1339245e+000  1.0000000e+000
 -3.6726189e-002  1.1186734e+000  1.0000000e+000
 -2.6412438e-002  1.1005693e+000  1.0000000e+000
 -1.8492193e-002  1.0769288e+000  1.0000000e+000
 -1.2620093e-002  1.0154411e+000  1.0000000e+000
 -8.4022440e-003  8.8095973e-001  1.0000000e+000
 -5.4585980e-003  6.8332211e-001  1.0000000e+000
 -3.4576091e-003  4.6435586e-001  1.0000000e+000
 -2.1299332e-003  2.6435013e-001  1.0000000e+000
 -1.2684694e-003  1.0539187e-001  1.0000000e+000
 -7.2095629e-004 -7.8350857e-003  1.0000000e+000
 -3.7960528e-004 -8.0671120e-002  1.0000000e+000
 -1.7056655e-004 -1.2188364e-001  1.0000000e+000
 -4.4678702e-005 -1.4001291e-001  1.0000000e+000
  0.0000000e+000 -1.4210248e-001  1.0000000e+000
  0.0000000e+000 -1.3364291e-001  1.0000000e+000
  0.0000000e+000 -1.1887187e-001  1.0000000e+000
  0.0000000e+000 -1.0103996e-001  1.0000000e+000
  0.0000000e+000 -8.2563661e-002  1.0000000e+000
  0.0000000e+000 -6.5083567e-002  1.0000000e+000
  0.0000000e+000 -4.9636709e-002  1.0000000e+000
  0.0000000e+000 -3.6726189e-002  1.0000000e+000
  2.0312146e-005 -2.6412438e-002  1.0000000e+000
  5.6325002e-003 -1.8492193e-002  1.0000000e+000
  5.1761916e-002 -1.2620093e-002  1.0000000e+000
  1.7349052e-001 -8.4022440e-003  1.0000000e+000
  3.5985083e-001 -5.4585980e-003  1.0000000e+000
  5.6860813e-001 -3.4576091e-003  1.0000000e+000
  7.5971749e-001 -2.1299332e-003  1.0000000e+000
  9.1139991e-001 -1.2684694e-003  1.0000000e+000
  1.0190390e+000 -7.2095629e-004  1.0000000e+000
  1.0878031e+000 -3.7960528e-004  1.0000000e+000
  1.1261670e+000 -1.7056655e-004  1.0000000e+000
  1.1423665e+000 -4.4678702e-005  1.0000000e+000
  1.1431875e+000  0.0000000e+000  1.0000000e+000
  1.1339245e+000  0.0000000e+000  1.0000000e+000
  1.1186734e+000  0.0000000e+000  1.0000000e+000
  1.1005693e+000  0.0000000e+000  1.0000000e+000
  1.0769288e+000  0.0000000e+000  1.0000000e+000
  1.0154411e+000  0.0000000e+000  1.0000000e+000
  8.8095973e-001  0.0000000e+000  1.0000000e+000
  6.8332211e-001  0.0000000e+000  1.0000000e+000
  4.6435586e-001  2.0312146e-005  1.0000000e+000
  2.6435013e-001  5.6325002e-003  1.0000000e+000
  1.0539187e-001  5.1761916e-002  1.0000000e+000
 -7.8350857e-003  1.7349052e-001  1.0000000e+000
 -8.0671120e-002  3.5985083e-001  1.0000000e+000
 -1.2188364e-001  5.6860813e-001  1.0000000e+000
 -1.4001291e-001  7.5971749e-001  1.0000000e+000
 -1.4210248e-001  9.1139991e-001  1.0000000e+000
 -1.3364291e-001  1.0190390e+000  1.0000000e+000
 -1.1887187e-001  1.0878031e+000  1.0000000e+000
 -1.0103996e-001  1.1261670e+000  1.0000000e+000
 -8.2563661e-002  1.1423665e+000  1.0000000e+000
 -6.5083567e-002  1.1431875e+000  1.0000000e+000
 -4.9636709e-002  1.1339245e+000  1.0000000e+000
 -3.6726189e-002  1.1186734e+000  1.0000000e+000
 -2.6412438e-002  1.1005693e+000  1.0000000e+000
 -1.8492193e-002  1.0769288e+000  1.0000000e+000
 -1.2620093e-002  1.0154411e+000  1.0000000e+000
 -8.4022440e-003  8.8095973e-001  1.0000000e+000
 -5.4585980e-003  6.8332211e-001  1.0000000e+000
 -3.4576091e-003  4.6435586e-001  1.0000000e+000
 -2.1299332e-003  2.6435013e-001  1.0000000e+000
 -1.2684694e-003  1.0539187e-001  1.0000000e+000
 -7.2095629e-004 -7.8350857e-003  1.0000000e+000
 -3.7960528e-004 -8.0671120e-002  1.0000000e+000
 -1.7056655e-004 -1.2188364e-001  1.0000000e+000
 -4.4678702e-005 -1.4001291e-001  1.0000000e+000
  0.0000000e+000 -1.4210248e-001  1.0000000e+000
  0.0000000e+000 -1.3364291e-001  1.0000000e+000
  0.0000000e+000 -1.1887187e-001  1.0000000e+000
  0.0000000e+000 -1.0103996e-001  1.0000000e+000
  0.0000000e+000 -8.2563661e-002  1.0000000e+000
  0.0000000e+000 -6.5083567e-002  1.0000000e+000
  0.0000000e+000 -4.9636709e-002  1.0000000e+000
  0.0000000e+000 -3.6726189e-002  1.0000000e+000
